restaurant_id,name,category,city
e65c79ad-7c55-4a59-8986-64f407b2f071,Restaurant_e65c79ad,Mexican,Chicago
81ef546d-f764-4ab1-af5c-05e7fa32a174,Restaurant_81ef546d,Fast Food,San Antonio
4e320528-bec4-46ee-a278-17797562ab64,Restaurant_4e320528,Mexican,San Antonio
93a5975e-3478-4643-8470-254de19ecd3b,Restaurant_93a5975e,Bar,San Diego
256f2029-c4a6-4f2e-a441-781215a3b71f,Restaurant_256f2029,Cafe,New York
8437f2d5-80fd-40ab-a8cc-dc5be2785258,Restaurant_8437f2d5,Mexican,Phoenix
8b362dce-c855-4791-8362-d6afdba10a87,Restaurant_8b362dce,Asian,Los Angeles
43a1e526-da04-4ef3-81cc-2b4b51dfac8e,Restaurant_43a1e526,Cafe,San Antonio
63ec2462-2d6a-4b1e-ba9e-b3a23457e755,Restaurant_63ec2462,Fast Food,San Diego
e11d75bd-51dc-432c-a9fc-d4a81f652c91,Restaurant_e11d75bd,Italian,Phoenix
5d64b752-94de-4119-a6b4-d5716d7aeac7,Restaurant_5d64b752,Fast Food,Los Angeles
545b5b43-d545-428b-9e7f-2dc3efbbd05a,Restaurant_545b5b43,Cafe,Houston
428b9712-b99c-443e-ab7b-f3b4253d01d1,Restaurant_428b9712,Fast Food,Philadelphia
1481eab1-3465-4c9c-9d42-3b98ae8b9b2b,Restaurant_1481eab1,Fast Food,New York
a512a0d5-58c9-434d-b568-e0364b3687c0,Restaurant_a512a0d5,Asian,San Diego
0a345f5e-b85c-40ff-a08c-bf89c0f5339e,Restaurant_0a345f5e,Italian,Los Angeles
aae71612-c3a9-4442-8c2b-5c40f3af5fb1,Restaurant_aae71612,Asian,Phoenix
20248172-ef63-418a-be9d-4d50a954b37b,Restaurant_20248172,Fine Dining,New York
c6bfa68a-3e7e-46c8-bdad-d6c4d8f7c977,Restaurant_c6bfa68a,Fine Dining,Los Angeles
ebb09ca8-7f6e-46a2-904a-6d8960f9eca0,Restaurant_ebb09ca8,Mexican,San Diego
89968058-46fa-49e5-bc12-44def7912295,Restaurant_89968058,Mexican,Chicago
71c86df1-57fd-417e-b9e7-23794c773cec,Restaurant_71c86df1,Fast Food,San Diego
5a45c77e-61ec-4816-9dcf-62e5232da4b5,Restaurant_5a45c77e,Fast Food,Phoenix
75e4f208-8f0a-48d7-be04-cd645f047278,Restaurant_75e4f208,Bar,Houston
f35f1b29-4567-47b7-8c9b-b06e21bb2bae,Restaurant_f35f1b29,Fine Dining,Phoenix
a5160985-b718-4ee2-b505-498a6c980f18,Restaurant_a5160985,Bar,Philadelphia
e0a44426-da90-4868-b318-b26b8e8ef70d,Restaurant_e0a44426,Dessert,San Diego
2ba4df3f-6473-47a4-9cdb-986ab1d8455f,Restaurant_2ba4df3f,Mexican,Houston
aea391f3-1ba0-4f20-81e8-5549713cf1db,Restaurant_aea391f3,Fine Dining,Los Angeles
f71d78a1-ab92-4679-9859-66c6f1f20b1a,Restaurant_f71d78a1,Asian,New York
7f66fccb-86b8-4857-acab-99445ee3fedc,Restaurant_7f66fccb,Fine Dining,Houston
1dc3222d-e954-4f7f-821c-2cc7b10a6864,Restaurant_1dc3222d,Italian,Los Angeles
a0deaeed-f500-4248-b120-a4747effdce7,Restaurant_a0deaeed,Italian,Houston
9f9d7466-a61a-4e5f-b417-8b8f57a7c797,Restaurant_9f9d7466,Mexican,New York
3b427e96-097f-4f24-a8af-21f70274ceea,Restaurant_3b427e96,Asian,Los Angeles
253958b0-799e-49d7-a7c3-104c01106ae6,Restaurant_253958b0,Fine Dining,Phoenix
f7d5683f-88a7-4fc5-a70e-934de86b2827,Restaurant_f7d5683f,Dessert,Houston
153270ee-9062-43fd-a91a-ae00ce1bf36d,Restaurant_153270ee,Fast Food,San Diego
e71a33d4-0fbf-418f-9dea-a40797c8bcc2,Restaurant_e71a33d4,Fine Dining,
43d1978b-8e2e-46ed-8019-610336513f7f,Restaurant_43d1978b,Bar,Houston
1bbcf0f9-c551-451d-a7bf-68d0d49ceadb,Restaurant_1bbcf0f9,Mexican,Los Angeles
a37e5f08-c042-488b-99fa-f9237c19d5a0,Restaurant_a37e5f08,Bar,Philadelphia
6c8cbbe6-f3ae-4253-9897-4c24cdae53c8,Restaurant_6c8cbbe6,Bar,San Antonio
3c32370e-2530-4bfc-ac73-ccd3e27d06fa,Restaurant_3c32370e,Dessert,New York
bee942dd-35de-44e8-be97-fc8ec8c30a7a,Restaurant_bee942dd,Mexican,New York
d67bed36-7157-4117-b4ab-cd465d3d6303,Restaurant_d67bed36,Bar,Philadelphia
43537929-61c8-4dfc-bec9-f600c96d3a66,Restaurant_43537929,Mexican,Houston
dda28d87-8f04-43ad-8166-adfaa04e7f32,Restaurant_dda28d87,Fine Dining,Houston
b53175c7-5d1b-4dfa-abeb-c7315d2f93a8,Restaurant_b53175c7,Dessert,Chicago
68b8013c-6c8f-47e2-a8b9-e5920edf40a9,Restaurant_68b8013c,Bar,Chicago
05fe6819-612f-42d3-ba12-af76fcc2beb2,Restaurant_05fe6819,Cafe,San Diego
bc68856b-b371-463a-805b-01797d9f229d,Restaurant_bc68856b,Fine Dining,Los Angeles
6727a199-fbd7-47a1-b2e0-63e63336cff4,Restaurant_6727a199,Dessert,Los Angeles
f305f9a3-222f-4924-bfb4-060904b7760b,Restaurant_f305f9a3,Italian,New York
cc94e67e-7476-438f-bda4-a6b301426751,Restaurant_cc94e67e,Mexican,Houston
bb07e9ac-a604-4c3f-89bd-c0351f2219e1,Restaurant_bb07e9ac,Fast Food,San Antonio
4a5b8dc2-febc-45e2-ad08-f0e1b23eb97c,Restaurant_4a5b8dc2,Dessert,San Diego
c32aac63-cb24-4e2f-9b4c-ac830ace4b05,Restaurant_c32aac63,Fine Dining,
ddb53435-527f-4b53-834a-594ea9b307ed,Restaurant_ddb53435,Italian,Chicago
2c97baa4-83f5-4fab-b92c-ceef3a87e943,Restaurant_2c97baa4,Bar,New York
467e4d67-f505-486d-8da1-518eb279b8cf,Restaurant_467e4d67,Bar,Phoenix
3f416380-4758-46ef-88d0-72ff56ec5b9b,Restaurant_3f416380,Dessert,Phoenix
1f7be5a8-4b39-4b80-9424-eccddc1ba7f8,Restaurant_1f7be5a8,Bar,San Diego
19a711b3-16e6-4a63-ba18-61256a8c95fc,Restaurant_19a711b3,Fast Food,Houston
fa796acf-f3e0-4821-aa8c-88efb3854b7f,Restaurant_fa796acf,Cafe,Houston
05b4da60-9ada-418f-a3a7-d8819bb01ff7,Restaurant_05b4da60,Italian,New York
c7a0bab9-9f66-4750-9c68-7603e6eee78a,Restaurant_c7a0bab9,Asian,New York
d3f344e4-8f30-41c1-a32c-f8c734abe46f,Restaurant_d3f344e4,Italian,San Diego
63a66a96-2091-458f-b244-5c25fe569467,Restaurant_63a66a96,Fast Food,
ec5808ca-939c-47ed-be07-5149781aa3e7,Restaurant_ec5808ca,Mexican,Chicago
5d1d1e40-e1e7-47c0-8bea-d733b1315ecf,Restaurant_5d1d1e40,Mexican,Los Angeles
a5b0cd1a-6ef5-4f10-bbca-a89a343f3dfd,Restaurant_a5b0cd1a,Fine Dining,San Antonio
99c1a66f-d5dd-46ae-af61-1887a2139c3c,Restaurant_99c1a66f,Mexican,Houston
a3fbf1a5-9741-4af7-bb66-ec90928b8872,Restaurant_a3fbf1a5,Italian,Los Angeles
469e8c38-1cc7-4a7d-982a-c75d8539c9a2,Restaurant_469e8c38,Bar,Philadelphia
a732ccdc-4dfc-4c31-872d-7aabad6407a9,Restaurant_a732ccdc,Cafe,Houston
1edbc818-2118-4d53-a79d-e7b84471eba0,Restaurant_1edbc818,Asian,Houston
3482b85c-e763-43b1-963a-80939ff80498,Restaurant_3482b85c,Cafe,San Antonio
ae4fd62e-2d4f-4a9c-a3e9-7781bb18eb94,Restaurant_ae4fd62e,Fast Food,Phoenix
ffc1deaf-b76b-4134-bc16-14b0cc47addb,Restaurant_ffc1deaf,Dessert,Philadelphia
5f5d9e94-d5b7-49cc-b6e1-60dc8da52d2d,Restaurant_5f5d9e94,Mexican,New York
46826649-5b6d-42dc-8cf8-dafebc4af464,Restaurant_46826649,Dessert,Los Angeles
ce41258f-23ef-4d0b-9776-b09102b49041,Restaurant_ce41258f,Mexican,Houston
9c61a435-7005-416c-b314-fc36629b5ada,Restaurant_9c61a435,Cafe,Chicago
e358663d-b51e-4c54-b33f-b4ab9d41d461,Restaurant_e358663d,Asian,Los Angeles
1b7c7045-660e-4dd0-9c4e-d91085755d1f,Restaurant_1b7c7045,Fine Dining,Philadelphia
333f5f92-163b-4680-b4c7-da528ed8df36,Restaurant_333f5f92,Cafe,Chicago
194452cf-93da-441d-a797-c623696c6d3e,Restaurant_194452cf,Dessert,Phoenix
f014b67c-e7d5-43e8-adcb-59afb7148104,Restaurant_f014b67c,Italian,Phoenix
46f6e4b5-0b42-46cc-ab2e-cd7da5fa5f4e,Restaurant_46f6e4b5,Mexican,
91533c47-1207-4e8d-9277-765cb6c0fbb6,Restaurant_91533c47,Cafe,Los Angeles
18a13947-2070-4dff-a23c-ddf71ebc4cf1,Restaurant_18a13947,Mexican,Chicago
8651bbff-824a-40be-82a4-d742260fda40,Restaurant_8651bbff,Cafe,Phoenix
24f7f539-8e3c-4f62-98d4-5194a5af184a,Restaurant_24f7f539,Fine Dining,Philadelphia
519d15bc-d677-497e-a58e-e501a11d7234,Restaurant_519d15bc,Fine Dining,Phoenix
50a1b7d1-b23e-4c09-98c9-a10124959da4,Restaurant_50a1b7d1,Dessert,Phoenix
dba2c443-9ced-4a07-a058-505e889898bd,Restaurant_dba2c443,Italian,Los Angeles
14ec465a-b708-4c4f-a10a-e1e28afd8b43,Restaurant_14ec465a,Bar,Phoenix
25f6dcb0-7ce6-44e6-a34a-68ebcba5c88e,Restaurant_25f6dcb0,Italian,New York
9eb3ea24-a8cb-43e1-aac8-77ef6fdce2cc,Restaurant_9eb3ea24,Asian,Chicago
7ee1ff3d-4fdd-440b-9023-83f71fee6ad9,Restaurant_7ee1ff3d,Cafe,Chicago
d873a188-55a7-462b-9f71-3a2b6041bc93,Restaurant_d873a188,Dessert,San Antonio
aec580b9-bcd5-4358-ac57-c7ad1a3efb8c,Restaurant_aec580b9,Italian,Los Angeles
e4101652-16a5-49fc-ae7f-6cc4252a28d1,Restaurant_e4101652,Mexican,Chicago
84635e3c-3574-41f8-9a8d-e7ca50f03357,Restaurant_84635e3c,Italian,Philadelphia
9e4880f8-9640-4a22-b258-51baa68d9968,Restaurant_9e4880f8,Fast Food,San Antonio
33ffb209-4e6c-4e43-ab36-b4acb731cb73,Restaurant_33ffb209,Fast Food,
1e1e1873-9bb4-48bc-a516-b6907a9504c6,Restaurant_1e1e1873,Cafe,Philadelphia
ca2eed1f-b68d-405b-a31e-80f685bded52,Restaurant_ca2eed1f,Italian,Philadelphia
8c464ac4-45b0-407e-8259-e382a047718e,Restaurant_8c464ac4,Fine Dining,Houston
c3edbde9-06ef-43b2-8358-782f66733910,Restaurant_c3edbde9,Mexican,Philadelphia
a82718f8-5358-4720-b67b-8b8575b752a0,Restaurant_a82718f8,Bar,Chicago
b5a01648-4e88-4b86-8a0f-743495d58c90,Restaurant_b5a01648,Fine Dining,Chicago
6a2d63cc-2886-404d-9333-71ff85de1192,Restaurant_6a2d63cc,Fast Food,San Antonio
f49ed3a9-039b-4a41-b74f-0d7c6c9d774e,Restaurant_f49ed3a9,Italian,Chicago
a329b347-b834-464f-adfd-9e86ee145220,Restaurant_a329b347,Asian,San Antonio
8a466f61-33e8-4c47-8904-201e3cf03ba5,Restaurant_8a466f61,Fine Dining,Phoenix
2389c860-6e20-4d52-859c-a349589c3bf2,Restaurant_2389c860,Fast Food,Los Angeles
f45827fa-e8fe-49cd-afa7-322d67d229aa,Restaurant_f45827fa,Bar,New York
3bec8498-5934-4b57-bba4-85c7f2d1b528,Restaurant_3bec8498,Dessert,Houston
91e584fb-4a21-44da-9ed0-2b9634c78858,Restaurant_91e584fb,Fine Dining,San Diego
839124c2-3576-40d6-b9c4-1ccfd321bcbe,Restaurant_839124c2,Asian,Phoenix
ceafd0ce-e57e-461c-89cf-759f983f33d3,Restaurant_ceafd0ce,Fine Dining,Houston
a8e5c35d-35f4-4f10-9d01-ac412370318d,Restaurant_a8e5c35d,Italian,Houston
04fa7c5f-b007-4d40-9b38-4ee2242a0b00,Restaurant_04fa7c5f,Bar,Philadelphia
9f4c50f9-9c24-42a0-9327-fb48906c5181,Restaurant_9f4c50f9,Cafe,Los Angeles
513836e0-06fd-43a4-b2b5-0a1e8ececfc1,Restaurant_513836e0,Cafe,Philadelphia
9e66292c-378c-4a97-b039-cabcf05fa780,Restaurant_9e66292c,Bar,Philadelphia
359dcce1-a7d2-4ff3-993c-86bec29bd19e,Restaurant_359dcce1,Italian,Los Angeles
19143138-4965-49cd-86c4-616d00a7b8b2,Restaurant_19143138,Cafe,Chicago
db562177-ddb5-462f-916e-fd552e1cbbb1,Restaurant_db562177,Cafe,New York
4747da38-bbae-4d07-ae2a-13ae9eeb25e9,Restaurant_4747da38,Mexican,San Antonio
2840a071-7836-46cb-8145-56d05a9bc60c,Restaurant_2840a071,Asian,Philadelphia
60f281cc-2833-4062-8a93-d7fd0854d829,Restaurant_60f281cc,Bar,Los Angeles
8d86beb1-c8a5-4d7c-b9ff-6ada570e8a38,Restaurant_8d86beb1,Bar,Houston
76942796-a51c-4524-9c77-8433b731a7bd,Restaurant_76942796,Cafe,New York
6434205a-bb0b-4fd5-a68a-fd3dfc128ec1,Restaurant_6434205a,Bar,New York
b4fd23b9-3484-4841-a5a2-7c39cc1d55c2,Restaurant_b4fd23b9,Fine Dining,Philadelphia
656997df-c4a0-4215-b46b-8d8f15087977,Restaurant_656997df,Bar,Los Angeles
e2316063-cb50-4b6a-8ae6-0122a1dcfabf,Restaurant_e2316063,Asian,
f98364f8-dae1-4da3-a97b-e42642564c83,Restaurant_f98364f8,Mexican,Phoenix
24332084-be49-4417-b49f-491a2202ef27,Restaurant_24332084,Cafe,San Antonio
d6dcf500-e5d0-4603-89c4-68de716549c5,Restaurant_d6dcf500,Asian,San Antonio
0fd2eb3e-cfac-4e25-8114-64709c9b6a9d,Restaurant_0fd2eb3e,Cafe,Chicago
428f2f1c-e363-4443-949b-d653f4ca551d,Restaurant_428f2f1c,Fine Dining,San Antonio
bdca3dd8-32bf-4efd-bc1e-9e4bcabf9d11,Restaurant_bdca3dd8,Bar,Chicago
0a095f9c-6508-4052-858d-deae40ced530,Restaurant_0a095f9c,Cafe,San Antonio
4469c6e8-5502-4e16-b44e-cf834eeaa229,Restaurant_4469c6e8,Italian,Phoenix
f51a1ad4-2d9f-4b34-bccf-2fa1ae47d346,Restaurant_f51a1ad4,Cafe,Houston
a8e060d7-48eb-46ca-b7a8-9457d29698e7,Restaurant_a8e060d7,Bar,Philadelphia
072554c4-fc5b-4a8a-80fc-e2494edcc4b9,Restaurant_072554c4,Dessert,San Diego
0924cd80-2361-4407-9e45-768047569917,Restaurant_0924cd80,Dessert,Houston
664f751d-ce4b-4ff6-956b-41d0f40389da,Restaurant_664f751d,Dessert,Chicago
968da645-e65b-4a9d-942a-c6d761428b5e,Restaurant_968da645,Mexican,Phoenix
60cbf160-8cb7-4675-bf3c-fcab911b4e9a,Restaurant_60cbf160,Asian,Los Angeles
d31ea016-7981-411c-9e56-e538532769f9,Restaurant_d31ea016,Fine Dining,Phoenix
2f908935-bfd8-4bc4-8a50-2538be5184e7,Restaurant_2f908935,Fine Dining,Houston
409a1b36-1766-49f1-83c3-20a72a71cd2e,Restaurant_409a1b36,Fast Food,New York
db43667e-32eb-4818-9b34-32f04a535b1e,Restaurant_db43667e,Italian,Houston
154b7c8d-3b6b-4e84-8d3f-749941c89c84,Restaurant_154b7c8d,Dessert,Los Angeles
67b6e86c-6b06-4ce5-b99e-3edb73f6ff7e,Restaurant_67b6e86c,Dessert,San Antonio
fc463e1f-d39a-42e2-aead-ad10839233de,Restaurant_fc463e1f,Fine Dining,San Antonio
cfe3eef1-1eec-4107-b53e-2421bf822471,Restaurant_cfe3eef1,Dessert,San Antonio
0d33d533-92a3-4478-b57e-344920595a78,Restaurant_0d33d533,Fine Dining,Chicago
0f701b2a-5731-433d-95a7-96e8790b77aa,Restaurant_0f701b2a,Italian,Los Angeles
36d761a0-70df-4db5-b81c-32b4297e6774,Restaurant_36d761a0,Bar,Houston
0b7edcca-9cb9-4221-8c60-96ddef4c3122,Restaurant_0b7edcca,Fast Food,San Diego
d17070f4-124e-4c7a-93e1-341385ffbd1f,Restaurant_d17070f4,Italian,Houston
fce77a03-bd61-48aa-ae9b-50cf0c803f91,Restaurant_fce77a03,Mexican,San Diego
df525427-7cde-4eac-a65e-77723804dba6,Restaurant_df525427,Fast Food,San Diego
a2c0670f-ae9b-4482-bf4c-6debd4bc7a84,Restaurant_a2c0670f,Asian,San Diego
4c38f931-8678-4d61-ad6f-2e76a4daa402,Restaurant_4c38f931,Bar,San Diego
c7e95bd0-bfa4-4236-a7b9-898992e7c042,Restaurant_c7e95bd0,Fast Food,San Diego
b683cb95-41f8-4481-bc90-1f2492f9a2fd,Restaurant_b683cb95,Dessert,Phoenix
84848c9f-5d1e-4040-b703-ecfa313ad96f,Restaurant_84848c9f,Fine Dining,Phoenix
4ab52ade-8a89-44d3-b579-42b22e3b961b,Restaurant_4ab52ade,Dessert,Houston
a0c263d6-1c25-4fb4-ade6-30fa28be7783,Restaurant_a0c263d6,Cafe,San Diego
9f0ffae3-9b30-46b9-8583-3eb69ab92139,Restaurant_9f0ffae3,Mexican,Phoenix
402bdc72-e385-46cf-af41-bd51d5d2094f,Restaurant_402bdc72,Fine Dining,Phoenix
e47df60f-5874-475b-b5df-5e82b4821d5a,Restaurant_e47df60f,Asian,Philadelphia
8012a4b7-9561-4ffd-bae3-e35f5df4239b,Restaurant_8012a4b7,Mexican,Chicago
5e891b98-ddd1-46da-b31d-f29e52bc36e7,Restaurant_5e891b98,Fast Food,Houston
4ea1d97e-c33e-493d-bc30-f1f4a0ad12b6,Restaurant_4ea1d97e,Bar,Chicago
f62a8b92-6c37-40e5-9626-7bd6e6e60350,Restaurant_f62a8b92,Fine Dining,Los Angeles
cc923438-1e77-4b94-abcb-e4d23c257cd7,Restaurant_cc923438,Bar,San Antonio
9d2a0274-3856-4375-af2c-8a68f0ed1534,Restaurant_9d2a0274,Asian,San Diego
e59d36ed-6a9d-4682-9c58-3b09c24e3e39,Restaurant_e59d36ed,Bar,New York
5ca625f7-5ebd-404a-86ff-42a725d0a554,Restaurant_5ca625f7,Fine Dining,San Antonio
3a0eb77e-519c-4279-9a87-84de8c7b8926,Restaurant_3a0eb77e,Bar,New York
7afc7d97-4279-4221-a136-7fbd4bf770e2,Restaurant_7afc7d97,Bar,San Diego
f33311d7-991e-407d-b65d-a19c3dd5da48,Restaurant_f33311d7,Italian,Philadelphia
ce5cb3ea-fdf4-4875-bdfe-e39c76f353aa,Restaurant_ce5cb3ea,Cafe,San Antonio
e633dcfd-efb4-4a28-862a-997e6d059613,Restaurant_e633dcfd,Bar,Houston
113df967-75df-436b-ae57-2edd3c477f2a,Restaurant_113df967,Dessert,Houston
f332b30a-c2cc-4a60-831d-9d67054b0574,Restaurant_f332b30a,Cafe,San Antonio
cf4aab4a-9290-406b-ad9f-25a440d2d4e4,Restaurant_cf4aab4a,Dessert,New York
2e3193ba-4dd3-4ea0-92f2-a0166bedbe42,Restaurant_2e3193ba,Bar,Philadelphia
25c07ecf-6d50-4c8d-9c15-e1dca3ca4582,Restaurant_25c07ecf,Bar,Chicago
16b5e5a7-96a7-4b9b-8c44-0f676f4337f3,Restaurant_16b5e5a7,Dessert,Chicago
edfd5cb0-82be-44ab-ae16-2b9bf1b98dad,Restaurant_edfd5cb0,Italian,San Antonio
d8a774e9-af93-4bd1-bbe3-633c85aec495,Restaurant_d8a774e9,Italian,Los Angeles
657e4a2d-13da-467d-8f0a-fd7ec9798c16,Restaurant_657e4a2d,Bar,Chicago
e8407bf3-d8db-4caf-b7ab-6619494f038c,Restaurant_e8407bf3,Dessert,Chicago
662796cd-77aa-45c1-9f87-0f36aea9575f,Restaurant_662796cd,Italian,Phoenix
8700d810-b2fa-491e-80aa-cdfdaf2f2c02,Restaurant_8700d810,Bar,Philadelphia
30e33c14-b688-46af-809b-1ba0037b8b86,Restaurant_30e33c14,Fine Dining,San Diego
d6dc3346-f109-4580-bee1-71055cc334c2,Restaurant_d6dc3346,Asian,Philadelphia
2e6030b2-0ffe-4345-bd9e-7a1295769584,Restaurant_2e6030b2,Bar,Phoenix
4b617736-f42f-4ccb-8bdd-6ab897533045,Restaurant_4b617736,Bar,Phoenix
b9f81150-9c4e-4709-aee7-47f9f1eee235,Restaurant_b9f81150,Mexican,San Diego
67302ebd-ed72-4a14-a726-4147eaab8d8f,Restaurant_67302ebd,Italian,New York
7a6e2856-a7bb-4508-b60e-07bb50c5106c,Restaurant_7a6e2856,Asian,Houston
f2dc7685-cc3c-459e-942f-42c09a05af19,Restaurant_f2dc7685,Mexican,New York
9a1c0a7a-1a20-4966-b5ac-c94082609d9a,Restaurant_9a1c0a7a,Italian,Houston
eeda29b8-eed8-49a5-bd05-dd58d30679e0,Restaurant_eeda29b8,Fine Dining,New York
530e2af1-1aa7-4561-9dae-a8d35d973b60,Restaurant_530e2af1,Fast Food,Houston
cc284927-a56d-437c-a0fc-cf1be05c9ad6,Restaurant_cc284927,Fast Food,San Diego
52b745cb-1c8a-406f-bd76-e91c469eae33,Restaurant_52b745cb,Mexican,Houston
c01f7bbb-8bab-416f-b6f4-0c0c5811a0d7,Restaurant_c01f7bbb,Dessert,Phoenix
a13e6292-1c47-47ac-8b03-204fd5b74d08,Restaurant_a13e6292,Asian,Chicago
322f503e-b6e3-44ca-a7df-08a1db9da863,Restaurant_322f503e,Mexican,Chicago
52e1605f-fa88-4554-96bc-53cf4cacb6fb,Restaurant_52e1605f,Cafe,Los Angeles
5ff5a41c-0996-4b53-9603-32306e73828c,Restaurant_5ff5a41c,Italian,Phoenix
9d814529-9161-42a0-a50a-3acad8f0e619,Restaurant_9d814529,Bar,San Antonio
9bcc58af-45f3-416e-8e25-db0ffaa95553,Restaurant_9bcc58af,Fine Dining,Los Angeles
b8b08e85-f9b0-4bdd-81c3-ea7120f21edc,Restaurant_b8b08e85,Fine Dining,Los Angeles
cfcb0113-ec10-4097-954e-bdfd299c37f8,Restaurant_cfcb0113,Cafe,
06c81c5f-db11-4303-b6af-82395190799a,Restaurant_06c81c5f,Italian,Philadelphia
be0a5421-d4d6-4454-9a91-9b7cf3191e5d,Restaurant_be0a5421,Bar,Philadelphia
e2e7a116-4c86-47c6-b7ad-978e210f5be3,Restaurant_e2e7a116,Mexican,Philadelphia
ff73cbc3-79da-4259-84ca-4571e0d8dba7,Restaurant_ff73cbc3,Italian,San Antonio
f60b2cf3-e1bf-469a-aac8-6256b03c3e3c,Restaurant_f60b2cf3,Dessert,Los Angeles
5f809c19-283a-4aad-aeb9-668677389c3e,Restaurant_5f809c19,Bar,Philadelphia
