engagement_id,restaurant_id,user_id,engagement_type,stars,engagement_date
8ff903d0-8d37-42d3-b744-390daef6e090,20b60ce4-da6c-4e96-bc7d-c5993d08007e,99bf5b0e-62f4-4776-a32e-4999acf29a50,review,3.0,2023-08-13
52202b91-8525-4eb6-9742-d67ec7505edf,e2c2c953-ef21-469d-9039-bb5bc5f308b2,c644d241-394d-4e58-ae4f-fc022d240f3b,review,3.0,2023-09-01
9dcc321d-611d-4321-b106-5b6cdb36dd60,0e32aeca-c3a4-4961-9eb6-1197183240a4,b4c14c07-6c87-4f07-9446-0568f0d691f8,review,4.0,2023-05-05
187aa79d-4aaf-4dea-b679-f9d5aa4587f4,cf2664ba-bcf7-47f1-85bf-f00f162389f9,c9e128df-43b2-4fd2-98bc-a2116ee4e216,check-in,,2022-10-16
354cce6f-4bbf-43a4-a45e-322c9ae8c622,3382bd84-38d4-4de6-8a14-fc81f89550b1,4f734a04-bf58-490e-8932-4f2a10e6ed5a,check-in,,2022-07-06
01d17ae9-860c-4b19-804a-0055c00619e4,51f9c725-ecdc-43e6-975c-74dedb7a0273,452dc95b-1f7a-4955-8b16-34610f6d8fb3,review,4.0,2022-01-22
80a58b0a-c4dc-4420-b646-f4957cd1ac5d,745f8dc9-5fbd-44ec-8e3d-5b676b0118ae,ffb09baf-f9fd-4b6b-9cbb-1d18daaa9090,review,4.0,2023-04-19
579b0d44-6e32-4cfe-ab19-828abb7a2892,2f908935-bfd8-4bc4-8a50-2538be5184e7,45db1817-a7c4-400d-97dc-1bb180770921,review,4.0,2023-02-15
c3531560-443d-42ea-b5ca-b605997bfb7d,745f8dc9-5fbd-44ec-8e3d-5b676b0118ae,35fdccb4-0a60-4e88-a14b-2f720bd13556,review,4.0,2023-01-12
c4cfaf20-e391-4f3f-b577-f187b4d44bf9,f059a721-b7ad-45d4-a10a-7f0fdbbb2811,eb592db1-7832-4d0a-9061-29e92c9781c0,check-in,,2023-03-22
185b27c6-71e0-4e79-9061-f18a51fd283c,24439ae2-b766-4fc2-8e9a-4599478ffeac,dcd210cc-2fc1-49b0-ac98-b4cc23b56be9,review,1.0,2022-05-02
63df580b-a421-49ee-8499-7e8d49034b46,e462886f-6537-42a6-bf45-b9cc612d5177,05060f00-731a-474f-a79a-d4ca32740113,check-in,,2023-05-22
4bb873c8-fc2a-4d88-9de4-cfd3279d91e8,389b766c-91a8-4443-9769-be20f353a7fc,2c3a903c-df00-43c1-ba08-73c35e18b24a,review,3.0,2023-09-07
4d2c9681-7774-40ae-a2fe-fd4ea34e8d20,edc9a5de-36df-44cc-9826-2e75816e2830,83ac5303-1d45-4828-ab80-31839664295b,review,4.0,2022-07-04
33f3c69b-9b72-41d0-9802-d2b12dec14be,d0b3d08f-d8d5-498b-b501-4361a0941c59,485a146c-4317-49dc-a06e-fae257217e20,review,3.0,2022-08-30
b89bbfe9-d242-42c9-a8e3-6ac72ba8a67f,ba5a52c2-2b81-4d42-85cd-803d3495207a,1d1dfaab-17f8-42c2-9122-eac64fd46ef0,review,5.0,2023-01-28
c8313b0f-0bd8-4a1c-ab05-acc72496854e,39d37ed6-a11a-46ad-a72d-8ffa982aff80,d7ca7d3c-c253-4772-b95a-c58612970fbe,tip,,2022-04-08
3b990de2-0a1b-433c-af65-c12490333a61,0b567798-6de3-428b-8c76-b80e89a0e3a3,f7341300-a701-466f-bf0d-e95eef4b0302,tip,,2022-08-29
8ec4e0d5-d1ec-4424-a2f0-77d0fcb0211e,e2316063-cb50-4b6a-8ae6-0122a1dcfabf,bfe15ab0-098b-42fd-9bcd-474af0b5796d,review,4.0,2022-01-06
1eb23411-8bf0-4152-9dec-f2e757bf45ef,6f7db184-1bbc-41bc-ae2e-c34ed1810e37,cb360a09-53dd-43e4-bd01-889f179c221e,check-in,,2023-11-19
43e59afa-d980-4c77-8526-93240941976d,839124c2-3576-40d6-b9c4-1ccfd321bcbe,94d818a3-9466-4d14-bf97-69a7bc9250b4,review,3.0,2023-08-18
bb77838c-61f7-4181-b13f-840f7a71bd65,12e4ead7-60a3-4c44-be07-6ec6ff2b18b2,b205687a-1f49-42ee-a1d5-ed11d723c740,check-in,,2023-04-25
9bb67dbc-ba86-469d-be68-b8fcfdba4c0a,84bef5f4-9dbf-4838-ab04-bdc41413cc29,56b52f04-9374-4acf-bdfa-5ecf5df1c1a0,review,3.0,2023-03-20
8ce12656-5868-466e-b4fa-8ebbcc73b86e,0572fe48-6eea-4796-b0e7-4d0f041df8fb,9a3d15ae-bb23-4498-81f0-b29de0ebd15c,review,4.0,2023-05-27
6d7fa932-51bd-4e48-96e4-97a30a216d60,e26fc4ac-5ecb-4583-a49c-43670374d9b6,f6ac8b2c-6856-4cb7-befc-93da23801b18,review,4.0,2022-10-17
0a9941d1-16b4-4904-a446-36c8a865cd86,4a866544-03ff-4fd7-a35a-f072c4438025,d1b16fda-c43a-4059-af64-f8580d096228,review,3.0,2022-11-17
e02f87b7-45b6-49c9-bcc2-aa94defc6f0b,dc2d799e-1133-4d2a-b0c9-da175a815718,95f8272f-3660-4406-9af7-8480932b6a5b,review,3.0,2023-07-24
8302ef2e-0a17-41c7-a488-94aed4f11afe,a2c0670f-ae9b-4482-bf4c-6debd4bc7a84,e4f65613-700f-4369-b4b0-9ec7cfbb3755,review,4.0,2022-07-13
8ce9c6f0-b8dc-4ef1-b915-3c975b2e7284,10af15b9-90f6-449d-bff5-a81390ddebcd,b3f5c421-62eb-4385-9112-986ef65ac597,review,2.0,2022-09-24
5fef7bbd-16c9-4393-8945-756958d7db06,11d97991-eb7a-4199-93f8-ed5c6b2ccc70,a469d2d5-afa8-4ee3-9313-dc93e7374963,review,4.0,2022-02-11
164d3468-ca56-4c38-964b-48ae380e3641,2504b57c-508a-4799-8c4f-5f32c7d17144,469339ce-eb52-44b3-9ee9-d96ede1898c7,review,4.0,2023-04-14
70d888a0-551a-43c8-aacf-d1a227c6e358,be911976-c4e4-4438-ab0c-13ac8da37887,8f8d8f20-8590-4a7a-8a15-d56691958ac0,review,4.0,2022-12-24
d98d3644-d381-4b0c-a265-5d179a72e2f9,184a43d4-9edc-43f3-a863-42e91e3714d4,f1ae35c5-f2e3-4e00-afb4-277519a8a17a,review,4.0,2023-06-05
7e1ea3dc-0182-43bc-b46e-a0c872b558b0,4ea9dd2e-c3c1-4d0a-b131-e1dd31bae008,a2416baa-fb01-4564-aa1e-3bc515b23477,tip,,2023-03-03
aa10eb0b-7c3c-4c74-a02f-ec2537775c54,fc93c943-8c1a-4106-ad1a-b227b5578f75,c9ce970c-5af8-48ad-8808-8ce086ad65b4,review,3.0,2023-11-25
0ec3b352-730e-40fd-8cb9-f2a41ea3d6dc,5dadfb8c-f2bb-4d01-abbc-31b6b523c02b,d2c352e0-1304-4be2-bb5c-d79eed2754a0,review,3.0,2023-02-08
b2169773-d4ce-488a-b27e-7c1d6c72e6c8,dc76a6af-5e60-4a16-a95b-c87518cc6d78,cf96ec4f-10e3-4325-9d45-caa4976c2de4,review,2.0,2022-06-07
fc2c8551-c67d-4238-a38f-d9f7248a0a6a,da1c8d56-4e43-426e-9c17-b54a5b5a2e61,51b188dc-ce98-4a9b-bcb4-c65e699f53ea,review,5.0,2023-10-06
ea278b3e-fe73-44fb-af4c-3e91078f5285,bcef61b9-5800-45aa-a512-f147d35c9d49,17708773-d7f9-411d-9d71-9a7dd5e41d00,review,3.0,2022-02-14
8c20985e-41c4-4e2e-b0eb-3bf80df15ae2,4d99eefc-0ca1-4259-aabb-a0e10d976d01,859d676c-583f-4cbb-b025-fca8c5d388dc,check-in,,2022-08-05
42140067-935b-45dd-b3b8-d5006e30243c,a11e059f-6ab3-4114-a454-02396f2f4758,0fb54091-8113-4021-a6b8-814eaecc41cc,review,4.0,2022-02-26
be49623d-683a-42f8-a2ea-2c5670006cc8,dbd0c18a-8d3c-46c3-926b-0fa3ff275b8b,d8d99854-e3d2-459a-9bd0-a38760ad659e,review,2.0,2022-04-05
678c8c9a-00d4-4211-ad57-f8a92241e5a8,1030fbec-dc76-4026-b3fd-387524e5f754,73acff90-7f4b-477d-8e22-85a52ade0c64,review,2.0,2022-01-22
a65f3acf-2518-45a8-a717-318d2b3acf84,38de75b9-018d-458d-89ba-4dbbd3959084,1246727b-6c53-4b5e-8c65-76e03ab730c6,check-in,,2023-10-25
598ad949-448c-405f-878b-43a655678345,6340718d-8259-45fe-a292-4e54a5522fd4,d68765b3-c065-4b75-911f-e8d5171b476b,review,4.0,2022-11-02
80ed89c3-9ef6-45af-906e-05e70b35de96,db477f7c-ab0d-40b2-82ec-96f7ca03f9b5,9411094c-760e-430d-bf1e-b67afaa31598,check-in,,2023-01-03
8c71d646-9313-4f50-800a-0f61abe7ae4c,5dc218e3-b17f-4a51-9662-69da6226261e,cff9d5a2-a81f-4fd3-9e8b-1252c5c75ac1,review,5.0,2022-07-24
d422484a-cba9-43ad-8e5e-e43cf441d381,9b41af7e-8a5f-43c2-bce7-73b42000db0b,62f37936-cb78-41b5-8c4b-b2d92efe40ad,tip,,2023-07-31
c3ea8d2c-c490-42a6-ae17-fd3789171564,65e5d95a-4a73-43df-be1a-7f8f69a107fb,f8a29fbc-f60a-4722-bf6c-89f8ad8daff5,review,4.0,2023-01-13
362d4f30-ce63-4be6-bfc2-1f8b3ac98b76,ae2f8c17-7c83-4f6c-88cb-fbd02c9f96a3,f618de9a-8eb0-4910-8913-87dabb2d8cf3,review,4.0,2022-02-11
aa804015-e298-4a48-bcae-62d1abd523d6,cb3e4824-1426-4fa0-b0cb-396b1dcb753a,e142d97c-3017-4825-a219-75bc7278c2af,review,2.0,2023-05-23
c1f28345-9bbd-44b2-9170-c2451ddc9ba0,3f3644d6-ee7b-43fd-8ec9-a2f8c2882551,b3ccc374-9118-41a0-bc96-864028d6511b,check-in,,2023-04-25
7a08521d-e3a7-41ea-862b-559ba78f242b,376cc559-99ec-46dc-907a-24973ec35c0d,58abc8b4-3d95-4867-b76d-3f0dfe85fbfa,review,3.0,2022-06-02
ac4a0898-1bb1-4d2f-a919-20b84a4312dd,58f331fb-043f-4e5e-a728-d1b8f70eaf17,231daab6-4b36-4bcd-92d9-d192ec49daeb,check-in,,2023-06-20
d37fd422-93c7-4f74-aa84-e708e31b0bdd,f51a1ad4-2d9f-4b34-bccf-2fa1ae47d346,7cdb70ae-18ee-4f88-804e-8daa363e3a48,review,4.0,2023-07-19
05f2a295-4d80-4c8e-9685-acdb1130db88,8be607cb-5d8a-4d03-be58-e1b09b80ee30,33d40b95-42d1-4f30-a7a4-451b3fd748a9,review,5.0,2023-03-12
3c3d3983-568d-4627-8c45-b0af93004b85,8376f3f3-250c-4853-94e3-1311dcbb0aa4,4b034101-9123-4534-96f1-0129cc133890,tip,,2022-12-30
e2736a9a-297c-46d3-a858-9f56e2592f1d,a8acd3e2-f855-4050-8651-3cae7bc32a17,1fc24d18-f0ed-45fe-80dd-ba1b1975bc4d,review,4.0,2022-01-17
ca21ff3c-53a1-4f95-9d15-c352e318948f,e35a7e43-0252-4c41-ac01-1e80c315ba21,cccfc38e-c955-451b-8a1c-2866855dcae3,review,3.0,2023-02-07
976cb9d0-2097-4a68-bb77-2bacd6d3df57,20b60ce4-da6c-4e96-bc7d-c5993d08007e,50b92734-9b50-43be-b125-26e78639658f,review,1.0,2023-08-25
6cdee3bc-f986-40be-8093-b33ae590c1bd,9ebae0d4-1f03-4ebe-9c79-dcea7cb33c15,3a8f6124-0c6d-463f-a9d9-145e6776f11e,review,3.0,2022-12-16
f9b6e9b5-8fdb-4b24-a13c-e2d072515d62,d7af6d07-6db9-4318-aee1-6d9dc5ef9d78,6f8b81c5-ba9a-4d41-9e38-56a99d91fa18,review,4.0,2022-07-09
88b03456-f1b8-44d9-abe6-74be7c570ce2,8b1e2951-30c6-4da5-928f-f9986dc9515e,c0804821-4643-4977-a62c-c888150cd805,check-in,,2023-03-21
13a5e5aa-cc81-4794-9145-f66b209e5d51,9f229a98-232a-4c83-ba05-c4f72ff7b0a3,66683e2d-e2b6-4e96-bd54-2acc7f555867,tip,,2022-11-07
9aa4bad3-0113-406a-9aa6-cdf135042a41,edf36748-a80b-474d-bc36-f19edea385ea,64217489-4111-4e29-80c1-c7419048c003,review,3.0,2022-11-06
20644e70-9dac-4ab3-9753-b3c8353a78e4,5bc8ad2b-4d8a-4559-8941-4d3aeb9e5ab7,e3b62f67-761d-4cbd-a43d-b80aee442ae5,review,4.0,2022-01-17
667a9d57-9b33-433e-bd81-74f5da243bc0,0138416a-ea2a-4822-b44e-994d37ecb2c9,3e823777-a05f-4401-8ce7-268cf2ad5c70,review,4.0,2023-05-08
1d1b0577-a123-44bc-8650-ca73f9cf2f5f,f8706c6b-1343-4b24-99e8-817cf4f19ae5,a6531cfb-9b95-4a84-9d8e-722338b6c586,review,2.0,2022-03-30
e0dbb46f-6d16-4043-99fa-599d3e218249,838030b1-895b-46f5-80d7-d82e2fc23263,d521a28d-89e6-450b-85dd-0a514ab6fcb3,check-in,,2022-01-23
b49b1b21-a4ae-40de-8ed9-709a92ffd76d,788df24e-4c1e-4667-a682-a5287ed51829,e0ea1bd2-5e6e-4ebd-87f7-91ba9ada3966,check-in,,2023-05-12
e69a608b-7884-492f-bb7c-4ec56de56737,e49b452a-06fb-4885-a552-a7059bcc65af,4b973e8c-4e5d-485c-b0c4-52a4426d0a03,check-in,,2022-07-26
f50b9430-49a5-4089-b238-2b01a48a7534,0ee60869-0492-4006-beac-3bf988139be4,b72f6f61-5cad-41ed-b03a-d9717203be73,tip,,2022-02-07
648ddcf3-e307-49ec-be06-4c3c0ee502a7,cc56b8dd-5b5c-42fd-82ac-0c4056906aa6,e0cea66b-6812-4d44-84aa-50ec72f794f7,review,3.0,2023-08-29
cb391ea6-bd19-461e-834b-868ff9fa1451,b617ca4d-dd92-48dd-a6ef-e1589e4ffc2f,203e0761-f283-4e9e-bf91-f20200c3cd0a,check-in,,2022-03-04
8578437f-e55e-4e8f-857c-06dd84670bcb,95bca920-d800-4e1b-bfec-1c9067d13cc0,91d393bd-e387-4a64-b96b-8e85948e522b,review,5.0,2023-07-21
6ac5e8cf-444e-4ece-be8e-2f08d5ca6188,1684c02e-eaa1-48a3-982d-dc03a1781779,017098a6-1f7f-4be7-ad79-59b70e0fafa9,review,5.0,2022-04-30
b0d90bc2-9544-470f-ad46-d3b91cbd8fa3,c5a9d328-9123-47aa-96fe-f075229358a9,0c005b5a-ad64-4d40-8d44-e783bd92490c,review,2.0,2023-12-16
e9252b51-6144-4082-8b86-d1948ec1cfbd,b97a8fa0-ddea-4dcd-baac-ce035c33d227,5d4377fb-73ce-42d6-a3d4-4ba7cc2667e9,review,3.0,2022-12-19
7272ef8d-0fb0-47f5-abc0-0a3b779eb588,12e4ead7-60a3-4c44-be07-6ec6ff2b18b2,c01aee28-aa1b-4cf8-a576-e9e051e6428f,review,4.0,2023-09-09
7a7d3af1-f4c6-454f-8298-481ff2e7650f,db477f7c-ab0d-40b2-82ec-96f7ca03f9b5,d9a56840-82c5-48f8-852c-8707d7c19eda,review,3.0,2022-10-28
